# x	y	u	v	flags	mask
6.6300e+02	1.0470e+03	2.1619e+00	2.8252e-01	0.0000e+00	0.0000e+00
7.1100e+02	1.0470e+03	1.7156e+00	-1.0424e-01	0.0000e+00	0.0000e+00
7.5900e+02	1.0470e+03	-3.2082e-01	-9.6960e-02	0.0000e+00	0.0000e+00
8.0700e+02	1.0470e+03	-8.8728e-01	1.6556e+00	0.0000e+00	0.0000e+00
8.5500e+02	1.0470e+03	-1.2318e+00	3.8929e-01	0.0000e+00	0.0000e+00
9.0300e+02	1.0470e+03	-1.7355e+00	-5.5015e-01	0.0000e+00	0.0000e+00
9.5100e+02	1.0470e+03	-1.1880e+00	-7.9515e-01	0.0000e+00	0.0000e+00
9.9900e+02	1.0470e+03	-9.3833e-01	-1.0184e+00	0.0000e+00	0.0000e+00
1.0470e+03	1.0470e+03	-7.3700e-01	-1.0664e+00	0.0000e+00	0.0000e+00
1.0950e+03	1.0470e+03	-3.3878e-01	-9.7432e-01	0.0000e+00	0.0000e+00
1.1430e+03	1.0470e+03	-5.3584e-03	-7.3066e-01	0.0000e+00	0.0000e+00
1.1910e+03	1.0470e+03	4.5890e-01	-4.3468e-01	0.0000e+00	0.0000e+00
1.2390e+03	1.0470e+03	9.9143e-01	-1.5405e-01	0.0000e+00	0.0000e+00
1.2870e+03	1.0470e+03	1.7540e+00	-4.2913e-01	0.0000e+00	0.0000e+00
1.3350e+03	1.0470e+03	1.5310e+00	-5.8433e-01	0.0000e+00	0.0000e+00
1.3830e+03	1.0470e+03	1.1903e+00	-4.8911e-01	0.0000e+00	0.0000e+00
1.4310e+03	1.0470e+03	9.3184e-01	-1.0192e+00	0.0000e+00	0.0000e+00
1.4790e+03	1.0470e+03	1.6257e+00	2.4893e-01	0.0000e+00	0.0000e+00
1.5270e+03	1.0470e+03	1.3021e+00	4.7871e-01	0.0000e+00	0.0000e+00
1.5750e+03	1.0470e+03	1.3094e+00	5.3338e-01	0.0000e+00	0.0000e+00
1.6230e+03	1.0470e+03	1.1845e+00	3.9471e-01	0.0000e+00	0.0000e+00
1.6710e+03	1.0470e+03	1.4586e+00	1.7208e-01	0.0000e+00	0.0000e+00
1.7190e+03	1.0470e+03	1.9276e+00	2.2091e-01	0.0000e+00	0.0000e+00
1.7670e+03	1.0470e+03	1.9802e+00	2.6927e-01	0.0000e+00	0.0000e+00
1.8150e+03	1.0470e+03	2.0585e+00	2.3053e-01	0.0000e+00	0.0000e+00
1.8630e+03	1.0470e+03	1.9921e+00	1.1142e-01	0.0000e+00	0.0000e+00
1.9110e+03	1.0470e+03	1.9597e+00	-9.6400e-02	0.0000e+00	0.0000e+00
1.9590e+03	1.0470e+03	1.7246e+00	-1.8729e-01	0.0000e+00	0.0000e+00
2.0070e+03	1.0470e+03	7.5108e-01	-4.2386e-01	0.0000e+00	0.0000e+00
3.9000e+01	9.9900e+02	1.9078e+00	1.5484e+00	0.0000e+00	0.0000e+00
8.7000e+01	9.9900e+02	1.2532e+00	1.7332e+00	0.0000e+00	0.0000e+00
1.3500e+02	9.9900e+02	3.2479e-01	1.1926e+00	0.0000e+00	0.0000e+00
1.8300e+02	9.9900e+02	9.8905e-01	6.0481e-01	0.0000e+00	0.0000e+00
2.3100e+02	9.9900e+02	2.0494e+00	1.2570e-01	0.0000e+00	0.0000e+00
2.7900e+02	9.9900e+02	2.7400e+00	-3.1752e-01	0.0000e+00	0.0000e+00
3.2700e+02	9.9900e+02	2.4618e+00	-8.5548e-01	0.0000e+00	0.0000e+00
3.7500e+02	9.9900e+02	1.9898e+00	-9.0278e-01	0.0000e+00	0.0000e+00
4.2300e+02	9.9900e+02	1.8260e+00	-7.4768e-01	0.0000e+00	0.0000e+00
4.7100e+02	9.9900e+02	1.9989e+00	-6.1952e-01	0.0000e+00	0.0000e+00
5.1900e+02	9.9900e+02	2.2990e+00	-4.3224e-01	0.0000e+00	0.0000e+00
5.6700e+02	9.9900e+02	2.6109e+00	-1.1008e-01	0.0000e+00	0.0000e+00
6.1500e+02	9.9900e+02	2.3809e+00	2.1299e-01	0.0000e+00	0.0000e+00
6.6300e+02	9.9900e+02	2.1416e+00	2.9387e-01	0.0000e+00	0.0000e+00
7.1100e+02	9.9900e+02	1.8118e+00	4.7581e-01	0.0000e+00	0.0000e+00
7.5900e+02	9.9900e+02	2.1982e+00	4.0091e-01	0.0000e+00	0.0000e+00
8.0700e+02	9.9900e+02	1.1191e+00	2.8511e-01	0.0000e+00	0.0000e+00
8.5500e+02	9.9900e+02	-7.3815e-01	2.3778e-01	0.0000e+00	0.0000e+00
9.0300e+02	9.9900e+02	-1.2609e+00	1.2220e-01	0.0000e+00	0.0000e+00
9.5100e+02	9.9900e+02	-6.7156e-01	-3.9000e-01	0.0000e+00	0.0000e+00
9.9900e+02	9.9900e+02	-7.0221e-01	-4.7452e-01	0.0000e+00	0.0000e+00
1.0470e+03	9.9900e+02	-7.8485e-01	-5.7156e-01	0.0000e+00	0.0000e+00
1.0950e+03	9.9900e+02	-8.0616e-01	-5.8773e-01	0.0000e+00	0.0000e+00
1.1430e+03	9.9900e+02	-1.7082e-01	-3.2868e-01	0.0000e+00	0.0000e+00
1.1910e+03	9.9900e+02	1.4906e-01	-5.0310e-02	0.0000e+00	0.0000e+00
1.2390e+03	9.9900e+02	-3.6495e-02	-5.1175e-01	0.0000e+00	0.0000e+00
1.2870e+03	9.9900e+02	7.3453e-02	-4.1059e-01	0.0000e+00	0.0000e+00
1.3350e+03	9.9900e+02	3.2932e-01	-9.3248e-01	0.0000e+00	0.0000e+00
1.3830e+03	9.9900e+02	1.0211e-01	-1.2036e+00	0.0000e+00	0.0000e+00
1.4310e+03	9.9900e+02	1.4309e+00	-6.0712e-02	0.0000e+00	0.0000e+00
1.4790e+03	9.9900e+02	1.4160e+00	4.1656e-01	0.0000e+00	0.0000e+00
1.5270e+03	9.9900e+02	1.2060e+00	3.5213e-01	0.0000e+00	0.0000e+00
1.5750e+03	9.9900e+02	1.2981e+00	4.0338e-01	0.0000e+00	0.0000e+00
1.6230e+03	9.9900e+02	7.9694e-01	3.7529e-01	0.0000e+00	0.0000e+00
1.6710e+03	9.9900e+02	1.3195e+00	5.0268e-01	0.0000e+00	0.0000e+00
1.7190e+03	9.9900e+02	1.7721e+00	5.9524e-01	0.0000e+00	0.0000e+00
1.7670e+03	9.9900e+02	2.0255e+00	5.5109e-01	0.0000e+00	0.0000e+00
1.8150e+03	9.9900e+02	2.2216e+00	4.7393e-01	0.0000e+00	0.0000e+00
1.8630e+03	9.9900e+02	2.1759e+00	2.3108e-01	0.0000e+00	0.0000e+00
1.9110e+03	9.9900e+02	2.1009e+00	9.8349e-03	0.0000e+00	0.0000e+00
1.9590e+03	9.9900e+02	2.0068e+00	-1.1515e-02	0.0000e+00	0.0000e+00
2.0070e+03	9.9900e+02	1.7148e+00	-1.8737e-01	0.0000e+00	0.0000e+00
3.9000e+01	9.5100e+02	1.4159e+00	1.1006e+00	0.0000e+00	0.0000e+00
8.7000e+01	9.5100e+02	1.7100e-01	8.4474e-01	0.0000e+00	0.0000e+00
1.3500e+02	9.5100e+02	1.2380e-01	8.8769e-01	0.0000e+00	0.0000e+00
1.8300e+02	9.5100e+02	6.8760e-01	1.1130e+00	0.0000e+00	0.0000e+00
2.3100e+02	9.5100e+02	1.9813e+00	9.6816e-01	0.0000e+00	0.0000e+00
2.7900e+02	9.5100e+02	2.6681e+00	-2.6706e-01	0.0000e+00	0.0000e+00
3.2700e+02	9.5100e+02	2.2502e+00	-1.1059e+00	0.0000e+00	0.0000e+00
3.7500e+02	9.5100e+02	1.7569e+00	-1.1825e+00	0.0000e+00	0.0000e+00
4.2300e+02	9.5100e+02	1.6049e+00	-8.7800e-01	0.0000e+00	0.0000e+00
4.7100e+02	9.5100e+02	1.7314e+00	-5.8531e-01	0.0000e+00	0.0000e+00
5.1900e+02	9.5100e+02	1.9804e+00	-3.9368e-01	0.0000e+00	0.0000e+00
5.6700e+02	9.5100e+02	2.2330e+00	-1.5502e-01	0.0000e+00	0.0000e+00
6.1500e+02	9.5100e+02	2.2192e+00	1.2501e-01	0.0000e+00	0.0000e+00
6.6300e+02	9.5100e+02	1.7092e+00	2.2312e-01	0.0000e+00	0.0000e+00
7.1100e+02	9.5100e+02	9.0686e-01	5.5882e-01	0.0000e+00	0.0000e+00
7.5900e+02	9.5100e+02	3.8026e-02	3.3891e-01	0.0000e+00	0.0000e+00
8.0700e+02	9.5100e+02	-1.4543e-01	-3.8552e-01	0.0000e+00	0.0000e+00
8.5500e+02	9.5100e+02	-8.5813e-01	2.0062e-01	0.0000e+00	0.0000e+00
9.0300e+02	9.5100e+02	-1.5166e+00	3.7533e-01	0.0000e+00	0.0000e+00
9.5100e+02	9.5100e+02	-1.1565e+00	1.1955e-01	0.0000e+00	0.0000e+00
9.9900e+02	9.5100e+02	-7.4340e-01	-1.2424e-01	0.0000e+00	0.0000e+00
1.0470e+03	9.5100e+02	-8.0542e-01	-1.2060e-01	0.0000e+00	0.0000e+00
1.0950e+03	9.5100e+02	-5.7615e-01	-1.1085e-01	0.0000e+00	0.0000e+00
1.1430e+03	9.5100e+02	-3.8771e-01	-1.5397e-01	0.0000e+00	0.0000e+00
1.1910e+03	9.5100e+02	-1.0706e+00	-4.0434e-01	0.0000e+00	0.0000e+00
1.2390e+03	9.5100e+02	-1.5286e+00	-2.0249e-01	0.0000e+00	0.0000e+00
1.2870e+03	9.5100e+02	-1.9603e+00	-4.1736e-01	0.0000e+00	0.0000e+00
1.3350e+03	9.5100e+02	-5.9994e-01	-1.2571e+00	0.0000e+00	0.0000e+00
1.3830e+03	9.5100e+02	9.8255e-01	-2.5261e-01	0.0000e+00	0.0000e+00
1.4310e+03	9.5100e+02	1.4961e+00	2.3174e-01	0.0000e+00	0.0000e+00
1.4790e+03	9.5100e+02	1.3401e+00	4.4202e-01	0.0000e+00	0.0000e+00
1.5270e+03	9.5100e+02	1.2508e+00	4.5227e-01	0.0000e+00	0.0000e+00
1.5750e+03	9.5100e+02	1.3810e+00	4.4732e-01	0.0000e+00	0.0000e+00
1.6230e+03	9.5100e+02	1.5619e+00	4.4630e-01	0.0000e+00	0.0000e+00
1.6710e+03	9.5100e+02	1.7064e+00	6.0737e-01	0.0000e+00	0.0000e+00
1.7190e+03	9.5100e+02	1.8281e+00	5.4943e-01	0.0000e+00	0.0000e+00
1.7670e+03	9.5100e+02	2.1045e+00	5.6533e-01	0.0000e+00	0.0000e+00
1.8150e+03	9.5100e+02	2.2268e+00	4.1464e-01	0.0000e+00	0.0000e+00
1.8630e+03	9.5100e+02	2.3627e+00	2.7085e-01	0.0000e+00	0.0000e+00
1.9110e+03	9.5100e+02	2.2799e+00	1.8543e-01	0.0000e+00	0.0000e+00
1.9590e+03	9.5100e+02	1.9300e+00	1.1035e-01	0.0000e+00	0.0000e+00
2.0070e+03	9.5100e+02	1.7677e+00	2.3670e-01	0.0000e+00	0.0000e+00
3.9000e+01	9.0300e+02	8.7283e-01	7.7122e-01	0.0000e+00	0.0000e+00
8.7000e+01	9.0300e+02	-1.4405e-01	5.8377e-01	0.0000e+00	0.0000e+00
1.3500e+02	9.0300e+02	-1.6405e-01	9.4366e-01	0.0000e+00	0.0000e+00
1.8300e+02	9.0300e+02	-1.1313e-01	1.5158e+00	0.0000e+00	0.0000e+00
2.3100e+02	9.0300e+02	6.5150e-01	1.3596e+00	0.0000e+00	0.0000e+00
2.7900e+02	9.0300e+02	1.3476e+00	1.0122e+00	0.0000e+00	0.0000e+00
3.2700e+02	9.0300e+02	1.3161e+00	-1.5030e+00	0.0000e+00	0.0000e+00
3.7500e+02	9.0300e+02	1.1175e+00	-1.4489e+00	0.0000e+00	0.0000e+00
4.2300e+02	9.0300e+02	1.2511e+00	-9.0047e-01	0.0000e+00	0.0000e+00
4.7100e+02	9.0300e+02	1.6203e+00	-6.6809e-01	0.0000e+00	0.0000e+00
5.1900e+02	9.0300e+02	1.8175e+00	-2.9349e-01	0.0000e+00	0.0000e+00
5.6700e+02	9.0300e+02	1.9377e+00	2.4395e-02	0.0000e+00	0.0000e+00
6.1500e+02	9.0300e+02	1.8487e+00	2.4205e-01	0.0000e+00	0.0000e+00
6.6300e+02	9.0300e+02	1.4390e+00	2.9367e-01	0.0000e+00	0.0000e+00
7.1100e+02	9.0300e+02	8.4936e-01	-2.4636e-02	0.0000e+00	0.0000e+00
7.5900e+02	9.0300e+02	-2.8483e-02	-1.0001e-02	0.0000e+00	0.0000e+00
8.0700e+02	9.0300e+02	-7.3063e-01	-2.5871e-01	0.0000e+00	0.0000e+00
8.5500e+02	9.0300e+02	-1.1850e+00	6.5803e-02	0.0000e+00	0.0000e+00
9.0300e+02	9.0300e+02	-1.8206e+00	4.1333e-01	0.0000e+00	0.0000e+00
9.5100e+02	9.0300e+02	-2.3371e+00	5.2513e-01	0.0000e+00	0.0000e+00
9.9900e+02	9.0300e+02	-1.6547e+00	2.3547e-01	0.0000e+00	0.0000e+00
1.0470e+03	9.0300e+02	-1.2186e+00	1.3815e-01	0.0000e+00	0.0000e+00
1.0950e+03	9.0300e+02	-1.4770e+00	2.7250e-02	0.0000e+00	0.0000e+00
1.1430e+03	9.0300e+02	-1.8838e+00	-6.5353e-01	0.0000e+00	0.0000e+00
1.1910e+03	9.0300e+02	-1.8248e+00	-9.2642e-01	0.0000e+00	0.0000e+00
1.2390e+03	9.0300e+02	-1.6582e+00	-7.3058e-01	0.0000e+00	0.0000e+00
1.2870e+03	9.0300e+02	-1.4876e+00	-9.0508e-01	0.0000e+00	0.0000e+00
1.3350e+03	9.0300e+02	-4.0036e-01	-7.1754e-01	0.0000e+00	0.0000e+00
1.3830e+03	9.0300e+02	1.2806e+00	-2.4981e-02	0.0000e+00	0.0000e+00
1.4310e+03	9.0300e+02	1.3277e+00	2.3974e-01	0.0000e+00	0.0000e+00
1.4790e+03	9.0300e+02	1.2824e+00	3.8537e-01	0.0000e+00	0.0000e+00
1.5270e+03	9.0300e+02	1.2458e+00	5.3876e-01	0.0000e+00	0.0000e+00
1.5750e+03	9.0300e+02	1.3352e+00	5.5741e-01	0.0000e+00	0.0000e+00
1.6230e+03	9.0300e+02	1.5082e+00	7.3686e-01	0.0000e+00	0.0000e+00
1.6710e+03	9.0300e+02	1.6646e+00	7.2476e-01	0.0000e+00	0.0000e+00
1.7190e+03	9.0300e+02	1.9876e+00	7.2405e-01	0.0000e+00	0.0000e+00
1.7670e+03	9.0300e+02	2.1514e+00	5.7440e-01	0.0000e+00	0.0000e+00
1.8150e+03	9.0300e+02	2.4004e+00	3.6545e-01	0.0000e+00	0.0000e+00
1.8630e+03	9.0300e+02	2.4823e+00	1.3101e-01	0.0000e+00	0.0000e+00
1.9110e+03	9.0300e+02	2.3165e+00	6.5676e-02	0.0000e+00	0.0000e+00
1.9590e+03	9.0300e+02	1.8740e+00	6.1715e-02	0.0000e+00	0.0000e+00
2.0070e+03	9.0300e+02	1.4663e+00	2.4273e-01	0.0000e+00	0.0000e+00
3.9000e+01	8.5500e+02	1.0818e-01	1.9303e-01	0.0000e+00	0.0000e+00
8.7000e+01	8.5500e+02	-4.3682e-01	4.1074e-01	0.0000e+00	0.0000e+00
1.3500e+02	8.5500e+02	-6.4187e-01	9.7486e-01	0.0000e+00	0.0000e+00
1.8300e+02	8.5500e+02	-9.4483e-01	1.4661e+00	0.0000e+00	0.0000e+00
2.3100e+02	8.5500e+02	-5.3607e-01	1.6312e+00	0.0000e+00	0.0000e+00
2.7900e+02	8.5500e+02	-9.0074e-01	7.5954e-01	0.0000e+00	0.0000e+00
3.2700e+02	8.5500e+02	4.7720e-01	1.8378e-02	0.0000e+00	0.0000e+00
3.7500e+02	8.5500e+02	4.7423e-01	-1.1970e+00	0.0000e+00	0.0000e+00
4.2300e+02	8.5500e+02	9.3769e-01	-8.2023e-01	0.0000e+00	0.0000e+00
4.7100e+02	8.5500e+02	1.1544e+00	-5.8228e-01	0.0000e+00	0.0000e+00
5.1900e+02	8.5500e+02	1.3777e+00	-1.4781e-01	0.0000e+00	0.0000e+00
5.6700e+02	8.5500e+02	1.2909e+00	3.4255e-01	0.0000e+00	0.0000e+00
6.1500e+02	8.5500e+02	9.5267e-01	7.4649e-01	0.0000e+00	0.0000e+00
6.6300e+02	8.5500e+02	1.1373e+00	1.8101e-01	0.0000e+00	0.0000e+00
7.1100e+02	8.5500e+02	5.6367e-01	-1.0098e+00	0.0000e+00	0.0000e+00
7.5900e+02	8.5500e+02	-5.6927e-01	-7.1213e-01	0.0000e+00	0.0000e+00
8.0700e+02	8.5500e+02	-9.8540e-01	-3.7206e-01	0.0000e+00	0.0000e+00
8.5500e+02	8.5500e+02	-1.5716e+00	-4.0534e-02	0.0000e+00	0.0000e+00
9.0300e+02	8.5500e+02	-2.0864e+00	2.2835e-01	0.0000e+00	0.0000e+00
9.5100e+02	8.5500e+02	-2.5355e+00	5.3664e-01	0.0000e+00	0.0000e+00
9.9900e+02	8.5500e+02	-2.6216e+00	3.4679e-01	0.0000e+00	0.0000e+00
1.0470e+03	8.5500e+02	-2.4709e+00	-9.9154e-03	0.0000e+00	0.0000e+00
1.0950e+03	8.5500e+02	-2.3460e+00	-2.3494e-01	0.0000e+00	0.0000e+00
1.1430e+03	8.5500e+02	-2.0531e+00	-5.8002e-01	0.0000e+00	0.0000e+00
1.1910e+03	8.5500e+02	-1.7611e+00	-8.5027e-01	0.0000e+00	0.0000e+00
1.2390e+03	8.5500e+02	-1.5165e+00	-1.0066e+00	0.0000e+00	0.0000e+00
1.2870e+03	8.5500e+02	-1.3661e+00	-1.1372e+00	0.0000e+00	0.0000e+00
1.3350e+03	8.5500e+02	6.5771e-01	-6.0886e-01	0.0000e+00	0.0000e+00
1.3830e+03	8.5500e+02	9.3911e-01	-6.6504e-02	0.0000e+00	0.0000e+00
1.4310e+03	8.5500e+02	1.0830e+00	2.7479e-01	0.0000e+00	0.0000e+00
1.4790e+03	8.5500e+02	1.1797e+00	5.6811e-01	0.0000e+00	0.0000e+00
1.5270e+03	8.5500e+02	1.1873e+00	7.0581e-01	0.0000e+00	0.0000e+00
1.5750e+03	8.5500e+02	1.2304e+00	8.4019e-01	0.0000e+00	0.0000e+00
1.6230e+03	8.5500e+02	1.3825e+00	8.9223e-01	0.0000e+00	0.0000e+00
1.6710e+03	8.5500e+02	1.7071e+00	9.0259e-01	0.0000e+00	0.0000e+00
1.7190e+03	8.5500e+02	2.0094e+00	8.9880e-01	0.0000e+00	0.0000e+00
1.7670e+03	8.5500e+02	2.3967e+00	7.7131e-01	0.0000e+00	0.0000e+00
1.8150e+03	8.5500e+02	2.6623e+00	6.7642e-01	0.0000e+00	0.0000e+00
1.8630e+03	8.5500e+02	2.7230e+00	2.3861e-01	0.0000e+00	0.0000e+00
1.9110e+03	8.5500e+02	2.4603e+00	-2.3312e-01	0.0000e+00	0.0000e+00
1.9590e+03	8.5500e+02	1.6642e+00	-3.1221e-01	0.0000e+00	0.0000e+00
2.0070e+03	8.5500e+02	1.1004e+00	9.6061e-03	0.0000e+00	0.0000e+00
3.9000e+01	8.0700e+02	-5.9107e-01	-2.2887e-01	0.0000e+00	0.0000e+00
8.7000e+01	8.0700e+02	-9.8263e-01	4.1067e-01	0.0000e+00	0.0000e+00
1.3500e+02	8.0700e+02	-1.1504e+00	9.5782e-01	0.0000e+00	0.0000e+00
1.8300e+02	8.0700e+02	-1.2928e+00	1.3001e+00	0.0000e+00	0.0000e+00
2.3100e+02	8.0700e+02	-9.1338e-01	1.4039e+00	0.0000e+00	0.0000e+00
2.7900e+02	8.0700e+02	-7.0893e-01	1.3450e-01	0.0000e+00	0.0000e+00
3.2700e+02	8.0700e+02	-4.5957e-01	-5.7636e-01	0.0000e+00	0.0000e+00
3.7500e+02	8.0700e+02	2.1821e-01	-7.7159e-01	0.0000e+00	0.0000e+00
4.2300e+02	8.0700e+02	6.4034e-01	-7.1421e-01	0.0000e+00	0.0000e+00
4.7100e+02	8.0700e+02	9.5885e-01	-3.8351e-01	0.0000e+00	0.0000e+00
5.1900e+02	8.0700e+02	3.2126e-01	-1.8416e-02	0.0000e+00	0.0000e+00
5.6700e+02	8.0700e+02	-2.1084e-01	3.5720e-01	0.0000e+00	0.0000e+00
6.1500e+02	8.0700e+02	-1.3134e-01	1.1825e+00	0.0000e+00	0.0000e+00
6.6300e+02	8.0700e+02	-3.8395e-01	-2.6059e-01	0.0000e+00	0.0000e+00
7.1100e+02	8.0700e+02	-7.6063e-01	-1.4769e+00	0.0000e+00	0.0000e+00
7.5900e+02	8.0700e+02	-1.1713e+00	-9.7504e-01	0.0000e+00	0.0000e+00
8.0700e+02	8.0700e+02	-1.3861e+00	-5.2557e-01	0.0000e+00	0.0000e+00
8.5500e+02	8.0700e+02	-1.9006e+00	-2.5575e-01	0.0000e+00	0.0000e+00
9.0300e+02	8.0700e+02	-2.4630e+00	1.4712e-01	0.0000e+00	0.0000e+00
9.5100e+02	8.0700e+02	-2.3888e+00	7.6067e-01	0.0000e+00	0.0000e+00
9.9900e+02	8.0700e+02	-2.2917e+00	5.9965e-01	0.0000e+00	0.0000e+00
1.0470e+03	8.0700e+02	-2.2256e+00	1.6517e-01	0.0000e+00	0.0000e+00
1.0950e+03	8.0700e+02	-2.0430e+00	-7.7540e-02	0.0000e+00	0.0000e+00
1.1430e+03	8.0700e+02	-1.8062e+00	-3.7317e-01	0.0000e+00	0.0000e+00
1.1910e+03	8.0700e+02	-1.4757e+00	-7.1017e-01	0.0000e+00	0.0000e+00
1.2390e+03	8.0700e+02	-1.2466e+00	-9.6387e-01	0.0000e+00	0.0000e+00
1.2870e+03	8.0700e+02	-1.1731e+00	-1.2513e+00	0.0000e+00	0.0000e+00
1.3350e+03	8.0700e+02	1.8934e-01	-8.1129e-01	0.0000e+00	0.0000e+00
1.3830e+03	8.0700e+02	3.5313e-01	-2.6332e-01	0.0000e+00	0.0000e+00
1.4310e+03	8.0700e+02	6.5115e-01	4.6450e-01	0.0000e+00	0.0000e+00
1.4790e+03	8.0700e+02	9.2222e-01	7.2199e-01	0.0000e+00	0.0000e+00
1.5270e+03	8.0700e+02	1.0916e+00	8.5466e-01	0.0000e+00	0.0000e+00
1.5750e+03	8.0700e+02	1.0871e+00	9.7143e-01	0.0000e+00	0.0000e+00
1.6230e+03	8.0700e+02	1.2808e+00	1.0091e+00	0.0000e+00	0.0000e+00
1.6710e+03	8.0700e+02	1.6667e+00	1.1517e+00	0.0000e+00	0.0000e+00
1.7190e+03	8.0700e+02	1.9962e+00	1.1367e+00	0.0000e+00	0.0000e+00
1.7670e+03	8.0700e+02	1.7470e+00	1.1144e+00	0.0000e+00	0.0000e+00
1.8150e+03	8.0700e+02	1.4160e+00	9.4669e-01	0.0000e+00	0.0000e+00
1.8630e+03	8.0700e+02	1.8121e+00	7.2586e-01	0.0000e+00	0.0000e+00
1.9110e+03	8.0700e+02	1.5155e+00	-5.5798e-02	0.0000e+00	0.0000e+00
1.9590e+03	8.0700e+02	1.3035e+00	-8.3429e-01	0.0000e+00	0.0000e+00
2.0070e+03	8.0700e+02	7.0423e-01	-2.8898e-01	0.0000e+00	0.0000e+00
3.9000e+01	7.5900e+02	-1.2181e+00	-1.9289e-01	0.0000e+00	0.0000e+00
8.7000e+01	7.5900e+02	-1.6023e+00	3.8751e-01	0.0000e+00	0.0000e+00
1.3500e+02	7.5900e+02	-1.4877e+00	8.6712e-01	0.0000e+00	0.0000e+00
1.8300e+02	7.5900e+02	-1.4395e+00	8.8849e-01	0.0000e+00	0.0000e+00
2.3100e+02	7.5900e+02	-1.3112e+00	9.2747e-01	0.0000e+00	0.0000e+00
2.7900e+02	7.5900e+02	1.8666e-01	6.1816e-02	0.0000e+00	0.0000e+00
3.2700e+02	7.5900e+02	-1.7587e-01	-4.8295e-01	0.0000e+00	0.0000e+00
3.7500e+02	7.5900e+02	1.5360e-01	-4.8770e-01	0.0000e+00	0.0000e+00
4.2300e+02	7.5900e+02	1.0263e-01	-6.1749e-01	0.0000e+00	0.0000e+00
4.7100e+02	7.5900e+02	-2.8597e-01	-3.9641e-01	0.0000e+00	0.0000e+00
5.1900e+02	7.5900e+02	-9.8903e-01	-3.3378e-01	0.0000e+00	0.0000e+00
5.6700e+02	7.5900e+02	-9.7641e-01	2.8427e-01	0.0000e+00	0.0000e+00
6.1500e+02	7.5900e+02	-1.3042e+00	8.1332e-01	0.0000e+00	0.0000e+00
6.6300e+02	7.5900e+02	-1.9379e+00	-1.0832e-01	0.0000e+00	0.0000e+00
7.1100e+02	7.5900e+02	-1.8996e+00	-9.8930e-01	0.0000e+00	0.0000e+00
7.5900e+02	7.5900e+02	-1.6186e+00	-8.0446e-01	0.0000e+00	0.0000e+00
8.0700e+02	7.5900e+02	-1.7381e+00	-5.8947e-01	0.0000e+00	0.0000e+00
8.5500e+02	7.5900e+02	-1.7998e+00	-5.4932e-01	0.0000e+00	0.0000e+00
9.0300e+02	7.5900e+02	-1.0179e+00	3.0282e-01	0.0000e+00	0.0000e+00
9.5100e+02	7.5900e+02	-1.3866e+00	1.9181e+00	0.0000e+00	0.0000e+00
9.9900e+02	7.5900e+02	-8.8246e-01	1.4505e+00	0.0000e+00	0.0000e+00
1.0470e+03	7.5900e+02	-9.8835e-01	2.4600e-01	0.0000e+00	0.0000e+00
1.0950e+03	7.5900e+02	-1.0662e+00	2.4523e-01	0.0000e+00	0.0000e+00
1.1430e+03	7.5900e+02	-1.1492e+00	-1.0411e-01	0.0000e+00	0.0000e+00
1.1910e+03	7.5900e+02	-1.1665e+00	-3.3206e-01	0.0000e+00	0.0000e+00
1.2390e+03	7.5900e+02	-1.0157e+00	-6.6924e-01	0.0000e+00	0.0000e+00
1.2870e+03	7.5900e+02	-1.0352e+00	-9.6088e-01	0.0000e+00	0.0000e+00
1.3350e+03	7.5900e+02	-9.4840e-01	-4.6282e-01	0.0000e+00	0.0000e+00
1.3830e+03	7.5900e+02	-8.0387e-01	-1.8400e-01	0.0000e+00	0.0000e+00
1.4310e+03	7.5900e+02	2.6026e-01	8.5418e-01	0.0000e+00	0.0000e+00
1.4790e+03	7.5900e+02	9.0371e-01	9.0465e-01	0.0000e+00	0.0000e+00
1.5270e+03	7.5900e+02	9.9965e-01	8.8437e-01	0.0000e+00	0.0000e+00
1.5750e+03	7.5900e+02	9.7963e-01	9.8101e-01	0.0000e+00	0.0000e+00
1.6230e+03	7.5900e+02	1.1635e+00	1.1666e+00	0.0000e+00	0.0000e+00
1.6710e+03	7.5900e+02	1.4189e+00	1.3831e+00	0.0000e+00	0.0000e+00
1.7190e+03	7.5900e+02	1.2415e+00	1.4039e+00	0.0000e+00	0.0000e+00
1.7670e+03	7.5900e+02	9.1236e-01	1.1606e+00	0.0000e+00	0.0000e+00
1.8150e+03	7.5900e+02	8.0391e-01	1.4040e+00	0.0000e+00	0.0000e+00
1.8630e+03	7.5900e+02	6.2875e-01	4.8516e-01	0.0000e+00	0.0000e+00
1.9110e+03	7.5900e+02	8.5525e-01	-5.6909e-01	0.0000e+00	0.0000e+00
1.9590e+03	7.5900e+02	3.5710e-01	-1.2423e+00	0.0000e+00	0.0000e+00
2.0070e+03	7.5900e+02	9.4983e-02	-5.5539e-01	0.0000e+00	0.0000e+00
3.9000e+01	7.1100e+02	-1.6364e+00	-3.4866e-01	0.0000e+00	0.0000e+00
8.7000e+01	7.1100e+02	-9.5125e-01	3.0585e-01	0.0000e+00	0.0000e+00
1.3500e+02	7.1100e+02	-1.4086e+00	7.2042e-01	0.0000e+00	0.0000e+00
1.8300e+02	7.1100e+02	-1.2685e+00	6.8889e-01	0.0000e+00	0.0000e+00
2.3100e+02	7.1100e+02	-1.1658e+00	4.8933e-01	0.0000e+00	0.0000e+00
